Company Name	company contact	company email	company phone	Address	City	State	Postcode	Industry	Industry descr	Company Type	Current fulltime	Job created	Job retain	Effective Date	Total Savings	Savings from beginning receiving benefits	Borough	Latitude	Longitude	Community Board	Council District	Census Tract	BIN	BBL	NTA
SKYLINE WINDOWS, LLC	Steven Kraus	ekraus@skylinewindows.com	2123913000	220 E 138th Street	Bronx	NY	10451	Manufacturing	Manufacturer of windows	ECSP	275.0			01/12/2012	9962.93	111828.42	Bronx	40.812078	-73.928609	201.0	8.0	51.0	2097047.0	2023220081.0	Mott Haven-Port Morris
SOHARLEM  INC.	Janet Rodriguez	janet@soharlem.org	2122222792	1361 Amsterdam Avenue	New York	NY	10027	Manufacturing	Cultural Industry Incubator to assist creative entrepreneurs launch micro-enterprises	ECSP	1.0			07/10/2019	5301.47	9564.97	New York	40.814216	-73.95564	109.0	7.0	21303.0	1081781.0	1019670040.0	Manhattanville
SPECTRUM	Brian Wells	brian.c.wells@charter.com	3143949773	59 Paidge Avenue	Brooklyn	NY	11222	Wholesale/Warehouse/Distribution	Fleet storage and maintenance facility	ECSP	434.0			10/01/2007	6816.04	860520.44	Brooklyn	40.736623	-73.949922	301.0	33.0	579.0	3063797.0	3024910051.0	Greenpoint
SPIN MASTER, INC.	Mark Segal	hollyp@spinmaster.com	4163646002	30-30 47th Avenue	Lond Island City	NY	11101	Other	Novelty Products	ECSP	76.0			11/04/2019	3497.94	4084.83	Queens	40.743168	-73.936568	402.0	26.0	199.0	4003540.0	4002820001.0	Hunters Point-Sunnyside-West Maspeth
SPIN MASTER, INC.	Mark Segal	hollyp@spinmaster.com	4163646002	30-30 47th Avenue	Lond Island City	NY	11101	Other	Novelty Products	ECSP	60.0			07/07/2020	172.82	962.95	Queens	40.743168	-73.936568	402.0	26.0	199.0	4003540.0	4002820001.0	Hunters Point-Sunnyside-West Maspeth
SSJ CONTRACTING	Seeta  Singh	seeta.ssj@gmail.com	7187867877	10-40 45th Avenue	Long Island City	NY	11101	Manufacturing	apparels	ECSP	15.0			12/06/2018	3078.09	3078.09	Queens	40.748053	-73.951224	402.0	26.0	7.0	4000411.0	4000500017.0	Hunters Point-Sunnyside-West Maspeth
STAND AND BUILD LLC	Emily Kohl-Mattingley	emily@standandbuild.com	7185931900	51-02 21st Street, Suite 6E	Long Island City	NY	11101	Manufacturing	Fixtures, displays and furniture	ECSP	2.0			05/05/2017	1783.69	4687.04	Queens	40.741017	-73.949742	402.0	26.0	7.0	4000210.0	4000390182.0	Hunters Point-Sunnyside-West Maspeth
STINKDIGITAL USA LLC	Chris Mele	ryan.darden@stinkstudio.com	2126339600	160 Van Brunt Street, #2	Brooklyn	NY	11231	Commercial	Advertising & Marketing Services Industry	ECSP	45.0			10/09/2018	276.65	851.9	Brooklyn	40.682825	-74.006497	306.0	38.0	59.0	3008221.0	3005020025.0	Carroll Gardens-Columbia Street-Red Hook
STUDIO UG	Yuji Yoshimoto	Yuji624@gmail.com	7184992048	1102 Atlantic Avenue, Unit 2H	Brooklyn	NY	11238	Manufacturing	Industrial Design Services Industry	ECSP	1.0			12/23/2015	757.63	2337.04	Brooklyn	40.679518	-73.956819	308.0	35.0	305.0	3027572.0	3011260029.0	Crown Heights North
SUNSET PARK FARM LLC	Gwen  Schantz	gwen@brooklyngrangefarm.com	7184042023	63 Flushing Ave, Bldg 3 #1105	Brooklyn	NY	11205	Manufacturing	greenhouse vegetables and flowers	ECSP	11.0			05/12/2020	1150.25	1926.51	Brooklyn	40.69802	-73.974986	302.0	33.0	543.0	3335129.0	3020230001.0	park-cemetery-etc-Brooklyn
T & M RICHARDSON STREET LLC	Gina Argento	ginabws@gmail.com	7183499093	272 Meserole Avenue	Brooklyn	NY	11222	Manufacturing	Film studio productions	ECSP	3.0			03/05/2019	26179.97	45242.25	Brooklyn	40.72941	-73.944418	301.0	33.0	589.0	3065929.0	3026290006.0	Greenpoint
T & Z PROPERTIES LLC	Tina Kurek	2klandmark@aol.com	5167467305	54-21 73rd Place	Maspeth	NY	11378	Commercial	Real Estate Co.	ECSP	14.0			08/15/2018	3176.39	7809.89	Queens	40.729191	-73.888992	405.0	30.0	49302.0	4062880.0	4028030084.0	Maspeth
TECHNICAL LIBRARY SERVICE, INC.	Jacob Salik	jake@talasonline.com	2122190770	330 Morgan Avenue	Brooklyn	NY	11211	Wholesale/Warehouse/Distribution	conservation & archival storage supply house for museums	ECSP	17.0			08/03/2009	2753.54	48424.94	Brooklyn	40.715618	-73.935794	301.0	34.0	449.0	3338319.0	3029090101.0	East Williamsburg
TEI GROUP	Deborah Brooks	dbrooks@teigroup.com	7186092457	30-00 47TH AVENUE, #610	Long Island City	NY	11101	Manufacturing	Elevator Construction Repair & Maintenance Service	ECSP	289.0			06/05/2020	2676.25	9017.13	Queens	40.743281	-73.937514	402.0	26.0	199.0	4436702.0	4002830022.0	Hunters Point-Sunnyside-West Maspeth
THE BRONX BREWERY LLC	Damian Brown	damian@thebronxbrewery.com	7185149000	856 E. 136th Street	Bronx	NY	10454	Manufacturing	Beer Manufacturer	ECSP	68.0			08/08/2017	14771.61	45728.24	Bronx	40.801987	-73.910315	201.0	17.0	19.0	2003992.0	2025870030.0	Mott Haven-Port Morris
THE GLUCK ARCHITECTURAL COLLABORATIVE, P.C.	Peter Gluck	bgarland@gluckplus.com	2126904950	423-429 W 127th St, 6th Fl	New York	NY	10027	Commercial	Architectural serices, consturction management	ECSP	8.0			09/08/2011	3080.01	31752.35	New York	40.812964	-73.953759	109.0	7.0	21303.0	1084105.0	1019670060.0	Manhattanville
THE HANDY TOOL & MFG. CO., INC.	Rochelle Sherman	rochelle@handytool.com	7184789203	1205 Rockaway Avenue	Brooklyn	NY	11236	Manufacturing	Airplne parts	ECSP	29.0			01/17/2017	2808.62	12937.27	Brooklyn	40.650042	-73.905711	318.0	42.0	1098.0	3257088.0	3081310022.0	East New York
THE LOBSTER PLACE, INC.	Ian MacGregor	ianm@lobsterplace.com	7183282691	531-533 Bryant Avenue	Bronx	NY	10474	Wholesale/Warehouse/Distribution	mfg & wholesale seafood	ECSP	72.0			07/06/2015	36186.05	157569.67	Bronx	40.811156	-73.88465	202.0	17.0	93.0	2096876.0	2027690013.0	Hunts Point
THE WOODWRIGHTS	Wyeth Hunnable	why86@verizon.net	9175668346	221 McKibbin Street	Brooklyn	NY	11206	Manufacturing	Mfg. of Wood Cabinets	ECSP	2.0			02/05/2010	67.01	646.24	Brooklyn	40.705404	-73.938696	301.0	34.0	485.0	3071386.0	3030820073.0	Bushwick South
TONER QUEST, INC.	Jacob (JJ) Fried	jj@tonerquest.com	7187059628	241 37th St. Suite #302	Brooklyn	NY	11232	Wholesale/Warehouse/Distribution	office products	ECSP	12.0			03/04/2020	551.44	1435.35	Brooklyn	40.6558	-74.008408	307.0	38.0	2.0	3336906.0	3006950001.0	Sunset Park West
TRANSCONTINENTAL ULTRA FLEX , INC.	RONALD BENNETT	rbennett@ultraflex.com	7182729100	975 ESSEX STREET	Brooklyn	NY	11208	Manufacturing	MFG. & PRINTER PACKAGING	ECSP	279.0			07/07/2017	328812.48	949952.3	Brooklyn	40.660379	-73.874732	305.0	42.0	1078.0	3098057.0	3044070015.0	East New York
TRANSMITTER BREWING LLC	Anthony Accardi	ant@transmitterbrewing.com	6463788529	141 Flushing Ave, Bldg 77, Ste 104	Brooklyn	NY	11205	Manufacturing	beer brewer	ECSP	5.0			08/19/2019	11356.74	18901.61	Brooklyn	40.697863	-73.971138	302.0	33.0	543.0	3335143.0	3020230001.0	park-cemetery-etc-Brooklyn
TWIN MARQUIS, INC	Jing Lin	jing@tmitrading.com	7187446851	7 BUSHWICK PLACE	Brooklyn	NY	11206	Manufacturing	MANUFACTUREs noodles, wrappers, dumplings and wontons	ECSP	232.0			03/07/2012	178697.62	1498399.73	Brooklyn	40.708275	-73.938748	301.0	34.0	485.0	3325825.0	3030560074.0	Bushwick South
TWOSEVEN INC.	Franco Gotte	Franco@Twoseven.net	3476122324	221 McKibbin Street Unit 1	Brooklyn	NY	11206	Manufacturing	Display props	ECSP	9.0			12/07/2009	2674.2	52691.45	Brooklyn	40.705404	-73.938696	301.0	34.0	485.0	3071386.0	3030820073.0	Bushwick South
ULANO CORPORATION	R. David Eisenbeiss	grassoe@ulano.com	7182374700	268 Bergen Street	Brooklyn	NY	11217	Manufacturing	Screen printing and draft graphics arts industry	ECSP	76.0			07/06/2011	68393.3	703087.79	Brooklyn	40.683922	-73.983303	302.0	33.0	127.0	3005967.0	3003880019.0	DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
ULTRA CREATIVE CORP.	ROBERT MOREL		7187865151	957 ESSEX STREET	Brooklyn	NY	11208	Manufacturing	MFG PLASTIC BAGS	ECSP	130.0	15.0	260.0	02/05/1993	10646.47	1242068.09	Brooklyn	40.660676	-73.874955	305.0	42.0	1078.0			East New York
UNITED AIR CONDITIONING CORP	Joseph Grgas	vmaniti@unitedair.com	7183925622	27-02 Skillman Avenue	Long Island City	NY	11101	Manufacturing	Fabrication of HVAC Syetems	ECSP	125.0			10/05/2010	12962.55	144574.35	Queens	40.744454	-73.94014	402.0	26.0	1.0	4003513.0	4002710010.0	Hunters Point-Sunnyside-West Maspeth
UNITED NATIONS FEDERAL CREDIT UNION	Michael LaFrance	mlafrance@unfcu.com	3474183046	24-01 44 Rd.	Queens	NY	11101	Other	Landlord	ECSP	278.0			11/02/2007	6802.34	913825.12	Queens	40.748206	-73.943731	402.0	26.0	19.0	4005157.0	4004350001.0	Hunters Point-Sunnyside-West Maspeth
URBAN GREEN LLC	Elias  Didaskalou	urbangreenfurniture.com	7185670777	140 58th Street, Bldg B, #8F	Brooklyn	NY	11220	Manufacturing	furniture manufacturing	ECSP	11.0			03/06/2015	3066.42	29194.62	Brooklyn	40.645338	-74.022864	307.0	38.0	18.0	3414976.0	3057780001.0	Sunset Park West
UTC CORPORATION	Regina Roch		8606129553	55 Water Street	Brooklyn	NY	11201	Commercial	Commercial company that provides product services Product mgmt., UX design	ECSP	61.0			04/06/2018	26746.14	60210.91	Brooklyn	40.703301	-73.992047	302.0	33.0	21.0	3000019.0	3000260050.0	DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
VALON REALTY, LLC	Agim Lleshi	allroofingcorp@aol.com	7184399101	260 51st Street	Brooklyn	NY	11220	Commercial	Lanlord	ECSP	12.0			10/14/2010	724.67	8214.25	Brooklyn	40.64776	-74.016249	307.0	38.0	20.0	3398918.0	3007970030.0	Sunset Park West
VAYNERMEDIA LLC	Gary Vaynerchuk	gary@vaynermedia.com	9179412848	21-09 Borden Avenue	Long Island City	NY	11101	Other	sound stages, photography studios and audio-mixing studio	ECSP	100.0			10/04/2017	34845.6	94611.16	Queens	40.740383	-73.949562	402.0	26.0	1.0	4000531.0	4000690004.0	Hunters Point-Sunnyside-West Maspeth
VERA INSTITUTE OF JUSTICE, INC.	Lidia Shelley	Lshelley@vera.org	2123341300	34 35th St, Sts 4-2A, 4-3A, 4-3BNW	Brooklyn	NY	11232	Commercial	Criminal JusticePolicy Research & Technical Assistance	ECSP	165.0			02/10/2020	7437.29	25554.95	Brooklyn	40.657	-74.007356	307.0	38.0	18.0	3336903.0	3006910001.0	Sunset Park West
VERNON LAKES PARTNERS	Arnaud  Thieffry	windom.paul@petrossian.com	2123370808	11-39 46th Road	Long Island City	NY	11101	Manufacturing	Distributor of repackage frozen specialty foods	ECSP	46.0			01/07/2012	14122.57	95282.07	Queens	40.745538	-73.949555	402.0	26.0	7.0			Hunters Point-Sunnyside-West Maspeth
VIVA TIME CORP.	CHAYA HARARI	jpharari@vivatime.com	7184928730	140 58TH STREET BLDG B UNIT 7F	Brooklyn	NY	11220	Wholesale/Warehouse/Distribution	IMPORT/EXPORT OF WATCHES	ECSP	10.0			12/04/2014	2853.32	30002.6	Brooklyn	40.645338	-74.022864	307.0	38.0	18.0	3414976.0	3057780001.0	Sunset Park West
W ARCHITECTURE & LANDSCAPE ARCHITECTURE LLC	Barbara Wilks	bwilks@w-architecture.com	2129813933	372-374 Fulton St, 3rd & 4th Fl	Brooklyn	NY	11201	Commercial	Architecture & landscape architecture	ECSP	7.0			12/08/2015	750.63	3757.68	Brooklyn	40.691597	-73.987714	302.0	33.0	37.0	3000426.0	3001540017.0	DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
WALDORF BAKERY, INC. DBA MAURICE	CRAIG BIER	mrdessert@gmail.com	7186652496	909 EAST 135TH STREET	bronx	NY	10454	Manufacturing	WHOLESALE	ECSP	6.0	3.0	6.0	06/08/2007	18.7	13734.02	Bronx	40.800542	-73.909345	201.0	17.0	19.0	2094136.0	2025940050.0	Mott Haven-Port Morris
WATER LILIES FOOD, INC.	Peter Lee	peterlee@waterliliesfood.com	7187778899	45-10 19TH AVENUE	Queens	NY	11105	Manufacturing	MANUFACTURER	ECSP	27.0	20.0	54.0	07/02/2007	2056.8	927036.8	Queens	40.776128	-73.896413	401.0	22.0	12301.0	4014854.0	4007750023.0	Steinway
WATERMARK DESIGN, LTD.	Jack Abel	jabel@watermark-designs.com	7182572800	350 DEWITT AVENUE	BROOKLYN	NY	11207	Manufacturing	Decorative Faucets	ECSP	44.0			04/21/2008	8319.02	249813.85	Brooklyn	40.656048	-73.897078	305.0	42.0	1098.0	3086089.0	3038820006.0	East New York
WERWAISS & CO., INC.	John  Wersaiss	JW@werwaissandco.com	9173187800	22-15 43rd Ave, Ste 300	Queens	NY	11101	Commercial	Real estate management	ECSP	6.0			10/04/2018	2132.69	3335.97	Queens	40.749987	-73.944311	402.0	26.0	19.0	4005067.0	4004260001.0	Hunters Point-Sunnyside-West Maspeth
WHBI LLC	Samuel Sia	ss@harlembiospace.com	2129322388	423-427 West 127th Street	New York	NY	10027	Commercial	Biomedical research facility	ECSP	2.0			11/06/2014	2602.99	16337.33	New York	40.812964	-73.953759	109.0	7.0	21303.0	1084105.0	1019670060.0	Manhattanville
WHIPPED PASTRY BOUTIQUE, INC.	Michelle  Tampakis	michelletampakis@gmail.com	7187558856	37 Richards Street	Brooklyn	NY	11231	Manufacturing	Commercial Bakery	ECSP	6.0			07/10/2014	2914.67	17769.83	Brooklyn	40.680349	-74.006684	306.0	38.0	59.0	3008253.0	3005120020.0	Carroll Gardens-Columbia Street-Red Hook
WHITE COFFEE CORPORATION	Jonathan White	jw@whitecoffee.com	7182047900	18-35 38th Street	Queens	NY	11105	Manufacturing	Mfg specialty coffee/import & distribute coffee & teas	ECSP	95.0			01/10/2011	51200.03	583542.01	Queens	40.779751	-73.898971	401.0	22.0	12301.0	4436972.0	4008130015.0	Steinway
WHITEHEAD COMPANY, INC.	STEVEN WOLFSON	paul@acmesalesgroup.com	3473423275	251-253  LOMBARDY STREET	Brooklyn	NY	11222	Manufacturing	MFG. OF HOLLOW METAL	ECSP	4.0			10/30/2018	24237.45	39258.98	Brooklyn	40.724289	-73.930633	301.0	34.0	449.0	3069707.0	3028150060.0	East Williamsburg
WIGGBY PRECISION MACHINE CORP.	RONALD WIGGBERG	wiggbyprecision@prodigy.net	7184396900	140 58th  Street Bldg. A Unit 8	Brooklyn	NY	11220	Manufacturing	MANUFACTURING	ECSP	48.0			05/15/2015	11280.95	76226.25	Brooklyn	40.645338	-74.022864	307.0	38.0	18.0	3414976.0	3057780001.0	Sunset Park West
WILD EDIBLES, INC.	Richard Martin	richm@wildedibles.com	7188601000	740 Barry Street	Bronx	NY	10474	Wholesale/Warehouse/Distribution	Fresh & frozen seafoodpreparation and processing	ECSP	28.0			10/31/2017	15002.0	50189.76	Bronx	40.812618	-73.894712	202.0	17.0	93.0	2005902.0	2027360115.0	Hunts Point
WILLIAM HIRD & CO., INC.	Thomas E. Bury	tebury@hirdco.com	7184994881	255 40th Street	Brooklyn	NY	11232	Manufacturing	Manufacture fire protection systems	ECSP	24.0			07/11/2008	1180.2	36644.27	Brooklyn	40.653997	-74.009925	307.0	38.0	2.0	3010468.0	3007070053.0	Sunset Park West
WILLIAMS SONOMA, INC.	Christine Hickman	CHickman@WSGC.com	7187804442	55 Water Street	Brooklyn	NY	11201	Wholesale/Warehouse/Distribution	high quality products for the home	ECSP	370.0			08/06/2018	26647.13	56547.18	Brooklyn	40.703301	-73.992047	302.0	33.0	21.0	3000019.0	3000260050.0	DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
WONTON FOOD, INC.	DONALD LAU	donaldlau@wontonfood.com	7186286868	220-222  MOORE STREET	Brooklyn	NY	11206	Manufacturing	MFG. PASTA, EGGROLL SKINS	ECSP	210.0	10.0	187.0	12/09/2008	35384.76	965843.58	Brooklyn	40.704425	-73.93601	301.0	34.0	485.0	3071539.0	3031090035.0	Bushwick South
WOOD WORKS	Gordon Brawm	brawnworks@gmail.com	9179404950	162 Cook Street	Brooklyn	NY	11206	Manufacturing	Installer of wood furniture	ECSP	2.0			12/05/2017	1457.26	3585.4	Brooklyn	40.702869	-73.936466	301.0	34.0	485.0	3071625.0	3031230014.0	Bushwick South
WUD FURNITURE LLC	Keren Springer	keren@wudfurniture.com	7184867952	1102 Atlantic Avenue	Brooklyn	NY	11238	Manufacturing	We make handcrafted furniture, surfaces, lighting	ECSP	7.0			01/26/2016	2484.84	12287.32	Brooklyn	40.679518	-73.956819	308.0	35.0	305.0	3027572.0	3011260029.0	Crown Heights North
